"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"CSRP2",7.62460883609563e-134,-0.632953149141477,0.558,0.691,1.9649379431502e-129,"hChon","CSRP2"
"DTYMK",2.12748676595554e-133,-0.466322973300511,0.374,0.549,5.48274614454403e-129,"hChon","DTYMK"
"HMGN2",3.40128060639711e-133,-0.522643814919646,0.939,0.955,8.765440250746e-129,"hChon","HMGN2"
"PSRC1",6.52635961008995e-133,-0.41969831907357,0.056,0.196,1.68190813511628e-128,"hChon","PSRC1"
"NRP1",1.89179765731711e-132,-0.330212852724631,0.035,0.166,4.87535174267191e-128,"hChon","NRP1"
"CLCN5",2.68237158839067e-132,0.37405256062453,0.295,0.159,6.9127398204416e-128,"hChon","CLCN5"
"ZFAS1",1.5121778223026e-131,0.308584770037623,0.951,0.925,3.89703346585603e-127,"hChon","ZFAS1"
"BASP1",3.53884060794159e-131,-0.561666468183487,0.735,0.826,9.11994613072628e-127,"hChon","BASP1"
"CDCA2",6.11847022212787e-131,-0.274027575004589,0.011,0.123,1.57679096094457e-126,"hChon","CDCA2"
"KIF20A",1.2444516645264e-130,-0.284389671905439,0.007,0.116,3.20707638465098e-126,"hChon","KIF20A"
"GAS5",6.76921891861144e-130,0.398617193108938,0.794,0.738,1.74449540751535e-125,"hChon","GAS5"
"NME3",6.62021801395858e-128,-0.361600853959407,0.127,0.291,1.70609638437727e-123,"hChon","NME3"
"PLEKHJ1",1.34130162278008e-127,-0.345237182230763,0.411,0.61,3.45666841206655e-123,"hChon","PLEKHJ1"
"HHIP-AS1",1.74084470615323e-127,0.380639242616822,0.215,0.1,4.48633089222749e-123,"hChon","HHIP-AS1"
"FLNA",6.1697196748138e-127,-0.422387042776854,0.303,0.488,1.58999845739626e-122,"hChon","FLNA"
"FRMD4B",1.38793757331874e-126,-0.307228505052039,0.034,0.16,3.57685392019973e-122,"hChon","FRMD4B"
"TROAP",4.3416979944689e-126,-0.328935810733449,0.028,0.149,1.11889899015458e-121,"hChon","TROAP"
"AURKA",5.5326004960149e-126,-0.311671995631782,0.014,0.125,1.425806473828e-121,"hChon","AURKA"
"LAMA4",7.21947958500127e-126,-0.434064725788859,0.107,0.258,1.86053208385068e-121,"hChon","LAMA4"
"NUSAP1",7.75705511510525e-126,-0.312406262040489,0.029,0.151,1.99907067371377e-121,"hChon","NUSAP1"
"FRZB",1.03376777724494e-125,-0.622768476780345,0.135,0.293,2.66412293873794e-121,"hChon","FRZB"
"HOXA9",2.68295448339063e-125,-0.48855904609764,0.279,0.452,6.91424199914599e-121,"hChon","HOXA9"
"EBF3",4.85000570563443e-125,-0.507532307932279,0.165,0.322,1.24989497039905e-120,"hChon","EBF3"
"CFL1",1.4041812142404e-124,-0.252062752478797,0.98,0.983,3.61871540721894e-120,"hChon","CFL1"
"LMO3",1.71450063425351e-124,0.315929952982791,0.141,0.05,4.41843958453472e-120,"hChon","LMO3"
"SCUBE1",2.81985935942489e-124,-0.30008548442972,0.013,0.122,7.26705955517389e-120,"hChon","SCUBE1"
"CYTL1",4.192936215976e-124,0.406284255995323,0.306,0.174,1.08056159221917e-119,"hChon","CYTL1"
"HOTAIRM1",8.26269236566197e-124,-0.426612728678341,0.075,0.216,2.12937844955475e-119,"hChon","HOTAIRM1"
"UQCR10",2.24306188194833e-123,-0.300003117764899,0.831,0.915,5.78059477596905e-119,"hChon","UQCR10"
"IGSF3",2.24543739913243e-123,0.441170061185695,0.395,0.259,5.78671672130419e-119,"hChon","IGSF3"
"BUB1",3.56454592262282e-123,-0.28000489745761,0.013,0.122,9.18619129719128e-119,"hChon","BUB1"
"CRMP1",6.05231421608597e-123,-0.516991041338095,0.008,0.111,1.55974189662751e-118,"hChon","CRMP1"
"TBX3",6.7956385038941e-123,-0.407044108565576,0.005,0.105,1.75130399883855e-118,"hChon","TBX3"
"TRIL",2.54745236173056e-122,-0.299051156171094,0.037,0.162,6.56503948141583e-118,"hChon","TRIL"
"APCDD1",4.09850742707217e-122,-0.511896888109179,0.076,0.214,1.05622634903077e-117,"hChon","APCDD1"
"PLPP3",6.61486167045211e-122,-0.33026948824973,0.048,0.177,1.70471600109221e-117,"hChon","PLPP3"
"HJURP",3.37127786470399e-121,-0.267494405140194,0.021,0.134,8.68812018512865e-117,"hChon","HJURP"
"ENC1",1.07744507277847e-120,-0.384136122091257,0.037,0.16,2.77668369705741e-116,"hChon","ENC1"
"UBE2T",3.30376120098635e-120,-0.48855241983148,0.233,0.399,8.51412299106193e-116,"hChon","UBE2T"
"SYT1",3.63964679437956e-120,-0.358251194083172,0.007,0.107,9.37973375379556e-116,"hChon","SYT1"
"BUB1B",5.0843943083183e-120,-0.299916828688602,0.035,0.156,1.31029925719671e-115,"hChon","BUB1B"
"KNL1",1.45223304363421e-119,-0.406840760725938,0.069,0.203,3.74254977674973e-115,"hChon","KNL1"
"TPM4",2.01522734634718e-119,-0.407960852861391,0.585,0.732,5.19344239427131e-115,"hChon","TPM4"
"SERPINF1",1.9241976983359e-118,-0.340624667805097,0.085,0.231,4.95884988838146e-114,"hChon","SERPINF1"
"PBK",2.10916189604372e-118,-0.283973821864124,0.033,0.151,5.43552112229427e-114,"hChon","PBK"
"PLOD2",2.17932348074213e-118,0.406084581335731,0.357,0.225,5.61633454222055e-114,"hChon","PLOD2"
"HOXD9",2.37621702480768e-118,-0.399671391303819,0.102,0.247,6.12374889463186e-114,"hChon","HOXD9"
"MFAP2",2.95126211532084e-118,0.365706281152968,0.748,0.637,7.60569759739334e-114,"hChon","MFAP2"
"PCBD1",3.37448427951074e-118,-0.350854198146258,0.254,0.437,8.69638343672713e-114,"hChon","PCBD1"
"IER5L",7.32466710417319e-118,-0.382704660124395,0.252,0.427,1.88763995941647e-113,"hChon","IER5L"
"PCDH18",7.6269223208127e-118,-0.444024194483887,0.236,0.403,1.96553415129664e-113,"hChon","PCDH18"
"PLAT",6.22293344100361e-117,-0.30265263597665,0.029,0.143,1.60371217708104e-112,"hChon","PLAT"
"CPNE2",2.22076845272408e-116,0.352483534437467,0.21,0.101,5.72314237951522e-112,"hChon","CPNE2"
"CCNB2",2.60869330650247e-116,-0.66767461281309,0.175,0.327,6.72286352018752e-112,"hChon","CCNB2"
"RBMS3",7.93225610054479e-116,-0.348699921362311,0.143,0.301,2.0442217196714e-111,"hChon","RBMS3"
"HIST1H1C",8.91793756780419e-116,-0.595320129300764,0.253,0.413,2.29824169059882e-111,"hChon","HIST1H1C"
"PLOD3",1.93123714078883e-115,0.356109179578035,0.32,0.191,4.97699123552689e-111,"hChon","PLOD3"
"PBX1",2.14700428737463e-115,-0.499100746276523,0.392,0.559,5.53304474899316e-111,"hChon","PBX1"
"SMC4",4.45683551533305e-115,-0.573947321040474,0.272,0.425,1.14857108065648e-110,"hChon","SMC4"
"MYL12A",7.66400017787367e-115,-0.422150170118527,0.648,0.767,1.97508948583982e-110,"hChon","MYL12A"
"MYEF2",1.67117934561718e-114,-0.277338003114062,0.03,0.144,4.30679629159004e-110,"hChon","MYEF2"
"ZFP36L2",1.83754315265694e-114,0.400258101978152,0.623,0.507,4.73553245871219e-110,"hChon","ZFP36L2"
"EGR1",2.92831883424876e-114,-0.346063832538819,0.073,0.21,7.54657046774247e-110,"hChon","EGR1"
"RRM2",5.11969326541689e-114,-0.347193448199081,0.082,0.221,1.31939615143059e-109,"hChon","RRM2"
"ACSF2",1.43919696788208e-113,0.366536517712888,0.216,0.107,3.7089545059289e-109,"hChon","ACSF2"
"DMKN",2.65795211711078e-113,0.357455235353265,0.338,0.206,6.8498084010062e-109,"hChon","DMKN"
"THBS1",2.13640112989586e-112,0.312038211432286,0.222,0.11,5.50571935185462e-108,"hChon","THBS1"
"KIF14",2.14023457384608e-112,-0.265462761143165,0.01,0.109,5.51559852025873e-108,"hChon","KIF14"
"RGS10",3.9365853412768e-112,0.461168566087431,0.293,0.169,1.01449740830045e-107,"hChon","RGS10"
"KCTD12",8.83264872850971e-112,-0.408596608539998,0.054,0.177,2.27626190382424e-107,"hChon","KCTD12"
"AHNAK",9.11281761184687e-112,-0.340978736584148,0.048,0.168,2.34846422674906e-107,"hChon","AHNAK"
"TMBIM6",5.36082520746481e-111,-0.343027420417822,0.589,0.741,1.38153826421576e-106,"hChon","TMBIM6"
"SLC1A3",1.65567837533862e-110,-0.60308782738721,0.104,0.244,4.26684874108515e-106,"hChon","SLC1A3"
"LAMTOR4",2.55737324681338e-110,-0.32179023051861,0.568,0.731,6.59060659436276e-106,"hChon","LAMTOR4"
"MICOS10",6.02483846585354e-110,-0.328393252669891,0.583,0.734,1.55266112103512e-105,"hChon","MICOS10"
"ODC1",1.08727356089557e-109,-0.411239515877708,0.487,0.647,2.80201269378399e-105,"hChon","ODC1"
"LHFPL6",1.39721687241606e-109,-0.329398950170295,0.084,0.22,3.60076760190342e-105,"hChon","LHFPL6"
"ROBO1",3.14854792323016e-109,-0.345810441244744,0.169,0.328,8.11412285295646e-105,"hChon","ROBO1"
"MYL9",6.09973459102306e-109,-0.403419742118396,0.108,0.249,1.57196260145255e-104,"hChon","MYL9"
"MECOM",7.78572450063474e-109,0.337965600368553,0.397,0.253,2.00645906105858e-104,"hChon","MECOM"
"ISG15",7.33973576922983e-108,-0.301563522798953,0.061,0.186,1.89152330508822e-103,"hChon","ISG15"
"MFAP4",2.16200579342997e-107,0.428233733402327,0.595,0.47,5.57170513024836e-103,"hChon","MFAP4"
"CSRP1",3.13809322932187e-107,-0.295288101556264,0.073,0.202,8.0871800612854e-103,"hChon","CSRP1"
"CKAP5",1.32244282324594e-106,-0.338617065439379,0.147,0.298,3.40806739978711e-102,"hChon","CKAP5"
"MXRA5",1.48682125600482e-106,-0.309862878561879,0.071,0.199,3.83168705885002e-102,"hChon","MXRA5"
"LRRC4C",7.29719543909219e-106,-0.27670527965559,0.017,0.115,1.88056023660845e-101,"hChon","LRRC4C"
"NKAIN4",1.02872484415253e-105,0.265716645366828,0.257,0.136,2.65112679586549e-101,"hChon","NKAIN4"
"SPOCK1",1.07317081301797e-105,-0.295234073427529,0.019,0.12,2.76566850222862e-101,"hChon","SPOCK1"
"LINC01116",4.19700988348423e-105,-0.308182919639391,0.053,0.171,1.08161141707272e-100,"hChon","LINC01116"
"MCM5",9.8070754488607e-105,0.408442127634716,0.378,0.254,2.52738141392589e-100,"hChon","MCM5"
"TBX2",1.19297177781316e-104,-0.279545835497252,0.015,0.112,3.07440756860231e-100,"hChon","TBX2"
"KIF21A",3.04706240978847e-104,0.334136072468597,0.289,0.166,7.85258453626587e-100,"hChon","KIF21A"
"LIMCH1",5.91822713409213e-104,0.327623671359411,0.686,0.544,1.52518631472688e-99,"hChon","LIMCH1"
"PWWP3B",1.07333491002498e-103,0.25795594173949,0.127,0.047,2.76609139662538e-99,"hChon","PWWP3B"
"ISCU",1.29502733786034e-103,-0.310993916016832,0.383,0.564,3.33741495239988e-99,"hChon","ISCU"
"SRGAP1",1.58609801669199e-103,-0.288382802143199,0.088,0.222,4.08753319881692e-99,"hChon","SRGAP1"
"MAFB",2.16248812071995e-103,-0.346124347421686,0.054,0.172,5.57294813590737e-99,"hChon","MAFB"
"TUBA1C",2.30776966860053e-103,-0.653114659544827,0.204,0.351,5.94735321295043e-99,"hChon","TUBA1C"
"COL26A1",2.70985691413846e-103,-0.287365108676839,0.1,0.237,6.98357225342623e-99,"hChon","COL26A1"
"HOXD10",2.71255999513452e-103,-0.401030074821963,0.056,0.173,6.99053836346117e-99,"hChon","HOXD10"
"DBI",3.12665781766465e-103,-0.372049288847988,0.532,0.679,8.05770986190358e-99,"hChon","DBI"
"GAS1",4.1226998063665e-103,-0.42422932122668,0.183,0.334,1.06246096709871e-98,"hChon","GAS1"
"DYNLL1",6.79374865228824e-103,-0.261769255531763,0.975,0.982,1.7508169651812e-98,"hChon","DYNLL1"
"SPATS2L",2.43924748081909e-102,0.415247634484946,0.479,0.357,6.28618468281887e-98,"hChon","SPATS2L"
"IRX2",5.24499202161148e-102,-0.548930582379577,0.068,0.187,1.35168689388949e-97,"hChon","IRX2"
"ARL4A",6.39991127134239e-102,-0.37973500179367,0.09,0.22,1.64932113373765e-97,"hChon","ARL4A"
"VSNL1",2.28935372400817e-101,0.259683871650661,0.146,0.06,5.89989348214145e-97,"hChon","VSNL1"
"GJA1",4.46947587110831e-101,-0.551135120258531,0.166,0.307,1.15182862674332e-96,"hChon","GJA1"
"RAN",1.23615221703905e-100,-0.277744569364987,0.958,0.968,3.18568787853133e-96,"hChon","RAN"
"BMP5",2.76686221989399e-100,-0.332532339142596,0.072,0.193,7.1304806268888e-96,"hChon","BMP5"
"STARD4-AS1",6.34490268768911e-100,0.338562156193058,0.296,0.178,1.63514487164436e-95,"hChon","STARD4-AS1"
"KNSTRN",1.41390555245649e-99,-0.293329079458314,0.057,0.173,3.64377599923561e-95,"hChon","KNSTRN"
"CDKN2D",1.9331871441549e-99,-0.259209787614766,0.032,0.135,4.9820165892016e-95,"hChon","CDKN2D"
"NEFM",2.89583428456697e-99,-0.894067998888676,0.025,0.123,7.46285453475754e-95,"hChon","NEFM"
"HES1",3.52260573859815e-99,-0.378786505410775,0.153,0.298,9.07810724894129e-95,"hChon","HES1"
"AP2S1",4.97894376254374e-99,-0.28405774166256,0.706,0.814,1.28312359704515e-94,"hChon","AP2S1"
"AKIRIN2",2.37377637774077e-98,-0.31843225185696,0.219,0.381,6.11745910307573e-94,"hChon","AKIRIN2"
"CLIC1",3.26874621938982e-98,-0.377109947981286,0.698,0.795,8.42388588198951e-94,"hChon","CLIC1"
"VPS28",4.12839993038616e-98,-0.303964963170422,0.686,0.814,1.06392994605982e-93,"hChon","VPS28"
"SGO1",5.24865388094624e-98,-0.277896753561268,0.06,0.176,1.35263059165866e-93,"hChon","SGO1"
"PTGIS",6.29199198440088e-98,0.344854240680822,0.312,0.194,1.62150925429995e-93,"hChon","PTGIS"
"FIBIN",6.31062498527781e-98,0.52084679758838,0.422,0.296,1.62631116495595e-93,"hChon","FIBIN"
"ZIC4",6.84696306625139e-98,-0.376095450704706,0.051,0.162,1.76453085180365e-93,"hChon","ZIC4"
"COX8A",6.99694558020005e-98,-0.262083789230191,0.88,0.925,1.80318284547335e-93,"hChon","COX8A"
"LMNB2",3.21574810115994e-97,-0.288714049133582,0.168,0.318,8.28730443149929e-93,"hChon","LMNB2"
"POLR2L",1.10033542789317e-96,-0.282787268575244,0.797,0.88,2.83567443122349e-92,"hChon","POLR2L"
"ADD3",3.37169648277916e-96,-0.328507493965374,0.197,0.349,8.68919900577016e-92,"hChon","ADD3"
"CCDC167",4.25779382431577e-96,-0.323992428657593,0.261,0.423,1.09727604646442e-91,"hChon","CCDC167"
"RARG",6.85637826154498e-96,0.311765949967744,0.283,0.168,1.76695724178276e-91,"hChon","RARG"
"PRRX2",9.20605051204472e-96,-0.363642678467289,0.04,0.144,2.37249127745904e-91,"hChon","PRRX2"
"ADGRL2",1.48287771745875e-95,-0.295516569380068,0.109,0.241,3.82152416566295e-91,"hChon","ADGRL2"
"ZFHX4",3.27253201684868e-95,0.316595696553792,0.703,0.594,8.43364226062073e-91,"hChon","ZFHX4"
"H1F0",4.19141482066018e-95,0.541959430614878,0.622,0.539,1.08016951343233e-90,"hChon","H1F0"
"COL1A2",8.4500653885095e-95,-0.631206428721511,0.792,0.806,2.17766635127278e-90,"hChon","COL1A2"
"AUXG01000058.1",8.7568892720758e-95,0.417911481320257,0.343,0.222,2.25673793430665e-90,"hChon","AUXG01000058.1"
"MIR99AHG",1.06953611520512e-94,0.363263931424857,0.591,0.476,2.75630152249511e-90,"hChon","MIR99AHG"
"IRF2BPL",1.87012497300519e-94,-0.252411332849941,0.082,0.206,4.81949906793168e-90,"hChon","IRF2BPL"
"KIF20B",3.14607292183671e-94,-0.424962313039261,0.138,0.27,8.10774452686537e-90,"hChon","KIF20B"
"APOE",5.31480259403749e-94,-0.547675786397643,0.174,0.311,1.3696777765094e-89,"hChon","APOE"
"FAP",5.4354072238373e-94,-0.311020500418553,0.128,0.266,1.40075879565511e-89,"hChon","FAP"
"AC126773.4",7.18291956092866e-94,0.256031019689828,0.16,0.073,1.85111020004693e-89,"hChon","AC126773.4"
"UQCRB",9.33586786347719e-94,0.293560993245915,0.875,0.872,2.40594650709671e-89,"hChon","UQCRB"
"FOS",2.84345428470318e-93,-0.448326539170154,0.393,0.54,7.32786603710856e-89,"hChon","FOS"
"SELENOP",4.21644147227272e-93,-0.328204804555766,0.069,0.185,1.0866191318194e-88,"hChon","SELENOP"
"SNHG1",1.27505621858704e-92,0.382364431164862,0.691,0.601,3.28594738092066e-88,"hChon","SNHG1"
"FOXP2",1.34137420906125e-92,0.302381957146367,0.268,0.156,3.45685547417176e-88,"hChon","FOXP2"
"TBX2-AS1",1.69456021969905e-92,-0.258133519606375,0.017,0.106,4.36705114218642e-88,"hChon","TBX2-AS1"
"SAT1",1.90579594393408e-92,-0.405220138175019,0.08,0.199,4.91142672711252e-88,"hChon","SAT1"
"NMU",2.13685651032374e-92,-0.290853275180697,0.036,0.137,5.50689291275531e-88,"hChon","NMU"
"NRTN",2.42568912225085e-92,0.274341011713385,0.177,0.086,6.25124343695267e-88,"hChon","NRTN"
"NECTIN3",5.68226559492851e-92,0.36747188003761,0.339,0.224,1.46437666646903e-87,"hChon","NECTIN3"
"MIS18BP1",1.60724655893123e-91,-0.474774955568426,0.267,0.411,4.14203510702167e-87,"hChon","MIS18BP1"
"FLRT3",1.67607581666599e-91,0.37378433834112,0.468,0.343,4.31941498712993e-87,"hChon","FLRT3"
"JUNB",1.43728354862818e-90,-0.34532368030916,0.108,0.236,3.70402343316969e-86,"hChon","JUNB"
"HSP90AA1",1.56837796451908e-89,-0.307627736428612,0.902,0.937,4.04186685236211e-85,"hChon","HSP90AA1"
"H2AFV",5.50220416511681e-89,-0.324533870670997,0.814,0.862,1.41797303539225e-84,"hChon","H2AFV"
"PBX3",6.41594043974616e-89,-0.277716346357894,0.082,0.2,1.65345201072698e-84,"hChon","PBX3"
"DPYSL3",6.86510078943962e-89,0.292205129908648,0.296,0.181,1.76920512444648e-84,"hChon","DPYSL3"
"TMEM88",7.58406030429234e-89,-0.279928574052986,0.023,0.112,1.95448818101918e-84,"hChon","TMEM88"
"ACAT2",1.29941924527759e-88,-0.356039524854334,0.278,0.433,3.34873333700488e-84,"hChon","ACAT2"
"FNDC5",5.77137129044517e-88,-0.32292773979574,0.076,0.191,1.48734009526062e-83,"hChon","FNDC5"
"EPHA7",1.19257410062495e-87,-0.306186366220824,0.064,0.174,3.07338271472057e-83,"hChon","EPHA7"
"EPHA3",1.55321371957629e-87,-0.500873395870906,0.141,0.267,4.00278707672005e-83,"hChon","EPHA3"
"SH3KBP1",2.64936226144192e-87,0.286566660021828,0.18,0.09,6.82767148396196e-83,"hChon","SH3KBP1"
"FDFT1",3.50089447978425e-87,-0.334239360199442,0.274,0.428,9.02215516385199e-83,"hChon","FDFT1"
"CYP1B1",4.49984608339782e-87,-0.653829122680588,0.067,0.174,1.15965533415245e-82,"hChon","CYP1B1"
"TXNDC17",6.04826795750778e-87,-0.301699913415135,0.5,0.652,1.55869913532933e-82,"hChon","TXNDC17"
"IRX1",6.33984501576989e-87,-0.385994206498654,0.028,0.119,1.63384145901406e-82,"hChon","IRX1"
"BUB3",1.27532149378635e-86,-0.397455182980486,0.365,0.505,3.28663102163681e-82,"hChon","BUB3"
"CMC2",3.09588710643074e-86,-0.295646959185127,0.278,0.433,7.97841066198266e-82,"hChon","CMC2"
"VCAM1",3.74970470254194e-86,-0.27286491765308,0.048,0.148,9.66336398892084e-82,"hChon","VCAM1"
"LRRC75A",1.01665145357381e-84,0.348710055864656,0.31,0.198,2.62001246100506e-80,"hChon","LRRC75A"
"MLLT11",2.88198971168565e-84,-0.58816611782209,0.34,0.488,7.42717568598508e-80,"hChon","MLLT11"
"COL4A2",3.06486083347148e-84,-0.473675529867262,0.338,0.484,7.89845285393935e-80,"hChon","COL4A2"
"AIF1L",3.36572304881995e-84,0.329153870228331,0.369,0.255,8.6738048691139e-80,"hChon","AIF1L"
"DBF4",8.74331191384413e-84,-0.305523496926318,0.138,0.266,2.25323891331677e-79,"hChon","DBF4"
"FOXP1",1.27055485758693e-83,0.363823963957661,0.589,0.49,3.27434692348729e-79,"hChon","FOXP1"
"EIF4G2",3.62376543515721e-83,-0.283507251037638,0.712,0.816,9.33880590294365e-79,"hChon","EIF4G2"
"PSME2",2.36554744318359e-82,-0.275325745197189,0.388,0.545,6.09625231582843e-78,"hChon","PSME2"
"PDLIM7",2.64690471762493e-82,-0.295850081254514,0.465,0.619,6.82133814779121e-78,"hChon","PDLIM7"
"UCHL1",4.46832798296429e-82,-0.420433193735448,0.486,0.625,1.15153280448973e-77,"hChon","UCHL1"
"LDHA",3.14235508518181e-81,0.332490906606346,0.816,0.756,8.09816329002203e-77,"hChon","LDHA"
"SDC2",1.15270858940821e-80,0.308743048028228,0.527,0.411,2.97064530576389e-76,"hChon","SDC2"
"TUBB6",1.44016973063965e-80,-0.332623943856339,0.111,0.226,3.71146141283143e-76,"hChon","TUBB6"
"NDUFS8",4.81760839469935e-80,-0.258787048715837,0.704,0.818,1.24154585939797e-75,"hChon","NDUFS8"
"GAP43",1.74442471069605e-79,-0.502551931284158,0.022,0.103,4.49555692193479e-75,"hChon","GAP43"
"TMEM106C",1.77293657290436e-79,-0.270277501489136,0.205,0.345,4.56903484203181e-75,"hChon","TMEM106C"
"FMOD",2.3882691963496e-79,0.277311107239281,0.29,0.182,6.15480854591255e-75,"hChon","FMOD"
"PIN1",2.80365988921074e-79,-0.287199499309591,0.534,0.677,7.22531190048499e-75,"hChon","PIN1"
"NDUFA12",4.60619929878905e-79,-0.266609315244858,0.65,0.774,1.18706362129093e-74,"hChon","NDUFA12"
"HSPB1",5.56818400153532e-79,-0.353444040548418,0.653,0.748,1.43497669903567e-74,"hChon","HSPB1"
"HOXD8",6.59489265325448e-79,-0.253784032481476,0.082,0.191,1.69956978567021e-74,"hChon","HOXD8"
"HMGN3",9.11912089462492e-79,-0.285574996485064,0.816,0.867,2.35008864575379e-74,"hChon","HMGN3"
"NDUFA2",1.33382853170985e-78,-0.25871100962556,0.545,0.694,3.43740950906946e-74,"hChon","NDUFA2"
"FGFRL1",1.48926012251496e-78,0.253994335524691,0.21,0.117,3.8379722617333e-74,"hChon","FGFRL1"
"SLC5A3",1.64829019570188e-78,0.362606412476206,0.349,0.245,4.24780866334333e-74,"hChon","SLC5A3"
"PTP4A2",3.74535731188799e-78,-0.265478449607383,0.356,0.509,9.65216032846653e-74,"hChon","PTP4A2"
"N4BP2L2",3.76477520194663e-78,0.300623774994793,0.77,0.72,9.70220217293665e-74,"hChon","N4BP2L2"
"IER3",5.38688141479728e-78,-0.293375222086366,0.097,0.211,1.38825320940741e-73,"hChon","IER3"
"TCF15",8.08763923829987e-78,-0.309502176373622,0.154,0.284,2.08426550810226e-73,"hChon","TCF15"
"NES",1.64824039853933e-77,-0.468292086202559,0.288,0.427,4.24768033107572e-73,"hChon","NES"
"TSHZ2",3.10355274821675e-77,-0.367946484741043,0.182,0.307,7.99816578742938e-73,"hChon","TSHZ2"
"PNN",4.50244352163351e-77,0.315349162480209,0.751,0.71,1.16032471996017e-72,"hChon","PNN"
"GLS",6.53378691324987e-77,0.281491943804815,0.273,0.172,1.68382222541362e-72,"hChon","GLS"
"CADM1",2.68634886940656e-76,-0.431389973373224,0.358,0.49,6.92298967134765e-72,"hChon","CADM1"
"PRICKLE1",4.94738866635355e-76,0.355442897732776,0.311,0.208,1.27499153320597e-71,"hChon","PRICKLE1"
"TSC22D3",6.68709068440239e-76,-0.302949961930676,0.197,0.33,1.72333014027734e-71,"hChon","TSC22D3"
"RFTN2",8.72965522404347e-76,0.288515905780118,0.264,0.165,2.24971944778824e-71,"hChon","RFTN2"
"CTXN1",2.54616100663889e-75,-0.277688912183463,0.223,0.365,6.56171153020909e-71,"hChon","CTXN1"
"HOXA5",3.57580673634837e-75,-0.262640374733479,0.198,0.334,9.21521154024338e-71,"hChon","HOXA5"
"ANGPTL1",3.71051176234306e-75,0.300478325965442,0.293,0.188,9.5623598627343e-71,"hChon","ANGPTL1"
"PIEZO2",4.32960016410911e-75,0.322734042558905,0.244,0.146,1.11578125829256e-70,"hChon","PIEZO2"
"NUDT1",7.56081210974584e-75,-0.28363907257238,0.349,0.496,1.9484968888026e-70,"hChon","NUDT1"
"DCTN3",9.12708314372683e-75,-0.290823677273799,0.591,0.719,2.35214059696984e-70,"hChon","DCTN3"
"LSM4",1.07925713431539e-74,-0.266525094287813,0.689,0.788,2.7813535608442e-70,"hChon","LSM4"
"SLC9A3R2",1.99158238149317e-74,-0.264346454710189,0.165,0.293,5.13250695534605e-70,"hChon","SLC9A3R2"
"RTN4",4.05705230677483e-74,-0.368975935211475,0.503,0.634,1.04554294997894e-69,"hChon","RTN4"
"RHEB",6.69815702486356e-74,-0.304299320082368,0.562,0.677,1.72618204687759e-69,"hChon","RHEB"
"LSAMP",4.34332812341762e-73,0.301428329360173,0.392,0.284,1.11931909068595e-68,"hChon","LSAMP"
"PLEKHG4B",6.31693013001181e-73,0.266586386355388,0.196,0.11,1.62793606380534e-68,"hChon","PLEKHG4B"
"C1QTNF3",8.37005096743968e-73,-0.335967044996811,0.08,0.181,2.15704583481888e-68,"hChon","C1QTNF3"
